Ticker,ISIN,ASSET,CCY,WEIGHT,COST,LIB_COL,NAME
SYNTH_US_STOCKS,SYNTH_US_STOCKS,SHARES,USD,25,0,US_STOCKS_TR,Synthetic US Stocks TR
SYNTH_US_TBILLS,SYNTH_US_TBILLS,BOND,USD,25,0,US_TBILLS_TR,Synthetic US T-Bills TR
SYNTH_US_LT_BONDS,SYNTH_US_LT_BONDS,BOND,USD,25,0,US_LT_BONDS_TR,Synthetic US Long Treasury Bonds TR
SYNTH_GOLD,SYNTH_GOLD,RAW,USD,25,0,GOLD_USD,Synthetic Gold USD
