Ticker,ISIN,ASSET,CCY,WEIGHT,COST,LIB_COL,NAME
SYNTH_US_STOCKS,SYNTH_US_STOCKS,SHARES,USD,100,0,US_STOCKS_TR,Synthetic US Stocks TR / S&P500 proxy
