NAME,USD/PLN
ISIN,USDPLN
2006-03-10,3.26430000
2006-03-13,3.26520000
2006-03-14,3.29000000
2006-03-15,3.22770000
2006-03-16,3.21180000
2006-03-17,3.14500000
2006-03-20,3.19090000
2006-03-21,3.21100000
2006-03-22,3.24580000
2006-03-23,3.22690000
2006-03-24,3.26170000
2006-03-27,3.23350000
2006-03-28,3.26800000
2006-03-29,3.30080000
2006-03-30,3.26110000
2006-03-31,3.24910000
2006-04-03,3.25380000
2006-04-04,3.24170000
2006-04-05,3.24180000
2006-04-06,3.23890000
2006-04-07,3.25430000
2006-04-10,3.26590000
2006-04-11,3.25760000
2006-04-12,3.22550000
2006-04-13,3.24770000
2006-04-14,3.24990000
2006-04-18,3.20710000
2006-04-19,3.15670000
2006-04-20,3.15280000
2006-04-21,3.15410000
2006-04-24,3.12180000
2006-04-25,3.11720000
2006-04-26,3.13340000
2006-04-27,3.10860000
2006-04-28,3.08410000
2006-05-02,3.05710000
2006-05-04,3.04060000
2006-05-05,3.01290000
2006-05-08,2.99290000
2006-05-09,3.01570000
2006-05-10,3.01040000
2006-05-11,3.00600000
2006-05-12,3.00120000
2006-05-15,3.06080000
2006-05-16,3.06400000
2006-05-17,3.00390000
2006-05-18,3.08750000
2006-05-19,3.08280000
2006-05-22,3.10230000
2006-05-23,3.08410000
2006-05-24,3.08420000
2006-05-25,3.08500000
2006-05-26,3.06420000
2006-05-29,3.07470000
2006-05-30,3.06280000
2006-05-31,3.06710000
2006-06-01,3.08330000
2006-06-02,3.06270000
2006-06-05,3.04820000
2006-06-06,3.07200000
2006-06-07,3.08170000
2006-06-08,3.09890000
2006-06-09,3.12480000
2006-06-12,3.15530000
2006-06-13,3.20120000
2006-06-14,3.19360000
2006-06-16,3.18600000
2006-06-19,3.21040000
2006-06-20,3.22880000
2006-06-21,3.23100000
2006-06-22,3.21860000
2006-06-23,3.27150000
2006-06-26,3.26830000
2006-06-27,3.23080000
2006-06-28,3.24710000
2006-06-29,3.25920000
2006-06-30,3.18160000
2006-07-03,3.17080000
2006-07-04,3.12640000
2006-07-05,3.15300000
2006-07-06,3.18130000
2006-07-07,3.15200000
2006-07-10,3.16190000
2006-07-11,3.16110000
2006-07-12,3.15850000
2006-07-13,3.18850000
2006-07-14,3.18610000
2006-07-17,3.21550000
2006-07-18,3.21850000
2006-07-19,3.21810000
2006-07-20,3.13870000
2006-07-21,3.11930000
2006-07-24,3.13750000
2006-07-25,3.10380000
2006-07-26,3.11810000
2006-07-27,3.07250000
2006-07-28,3.09450000
2006-07-31,3.08310000
2006-08-01,3.08810000
2006-08-02,3.07480000
2006-08-03,3.06980000
2006-08-04,3.05700000
2006-08-07,3.00860000
2006-08-08,3.01510000
2006-08-09,3.00530000
2006-08-10,3.00350000
2006-08-11,3.02500000
2006-08-14,3.03580000
2006-08-16,3.03330000
2006-08-17,3.00300000
2006-08-18,3.02840000
2006-08-21,3.03730000
2006-08-22,3.03580000
2006-08-23,3.04160000
2006-08-24,3.05560000
2006-08-25,3.07890000
2006-08-28,3.06910000
2006-08-29,3.08210000
2006-08-30,3.07840000
2006-08-31,3.06510000
2006-09-01,3.08450000
2006-09-04,3.08900000
2006-09-05,3.09180000
2006-09-06,3.09210000
2006-09-07,3.11940000
2006-09-08,3.13230000
2006-09-11,3.13380000
2006-09-12,3.13220000
2006-09-13,3.12760000
2006-09-14,3.12440000
2006-09-15,3.11850000
2006-09-18,3.11230000
2006-09-19,3.12500000
2006-09-20,3.11320000
2006-09-21,3.10350000
2006-09-22,3.10600000
2006-09-25,3.10650000
2006-09-26,3.11720000
2006-09-27,3.13140000
2006-09-28,3.13150000
2006-09-29,3.14250000
2006-10-02,3.13500000
2006-10-03,3.10680000
2006-10-04,3.10860000
2006-10-05,3.09670000
2006-10-06,3.10340000
2006-10-09,3.11090000
2006-10-10,3.11030000
2006-10-11,3.10960000
2006-10-12,3.12000000
2006-10-13,3.10020000
2006-10-16,3.09920000
2006-10-17,3.10110000
2006-10-18,3.11250000
2006-10-19,3.09470000
2006-10-20,3.05730000
2006-10-23,3.07130000
2006-10-24,3.08650000
2006-10-25,3.09330000
2006-10-26,3.06690000
2006-10-27,3.05950000
2006-10-30,3.05930000
2006-10-31,3.06310000
2006-11-02,3.02480000
2006-11-03,3.02610000
2006-11-06,3.01350000
2006-11-07,3.00000000
2006-11-08,2.99300000
2006-11-09,3.00230000
2006-11-10,2.98400000
2006-11-13,2.98110000
2006-11-14,2.97720000
2006-11-15,2.97150000
2006-11-16,2.96820000
2006-11-17,2.97610000
2006-11-20,2.96390000
2006-11-21,2.96080000
2006-11-22,2.95540000
2006-11-23,2.94500000
2006-11-24,2.93250000
2006-11-27,2.91760000
2006-11-28,2.91760000
2006-11-29,2.90350000
2006-11-30,2.89110000
2006-12-01,2.87000000
2006-12-04,2.86720000
2006-12-05,2.86280000
2006-12-06,2.86780000
2006-12-07,2.86690000
2006-12-08,2.88700000
2006-12-11,2.89270000
2006-12-12,2.87630000
2006-12-13,2.86390000
2006-12-14,2.87380000
2006-12-15,2.89250000
2006-12-18,2.89510000
2006-12-19,2.88960000
2006-12-20,2.88490000
2006-12-21,2.87960000
2006-12-22,2.89080000
2006-12-27,2.91830000
2006-12-28,2.91940000
2006-12-29,2.91050000
2007-01-02,2.88300000
2007-01-03,2.88700000
2007-01-04,2.93250000
2007-01-05,2.97330000
2007-01-08,2.97880000
2007-01-09,2.96470000
2007-01-10,2.99430000
2007-01-11,2.98890000
2007-01-12,3.00450000
2007-01-15,2.99180000
2007-01-16,2.98950000
2007-01-17,3.01130000
2007-01-18,2.99550000
2007-01-19,2.96770000
2007-01-22,2.96300000
2007-01-23,2.97470000
2007-01-24,2.98450000
2007-01-25,2.99120000
2007-01-26,3.03340000
2007-01-29,3.03760000
2007-01-30,3.03950000
2007-01-31,3.04000000
2007-02-01,2.99730000
2007-02-02,3.00060000
2007-02-05,3.00160000
2007-02-06,2.99100000
2007-02-07,2.97410000
2007-02-08,2.98350000
2007-02-09,2.99020000
2007-02-12,3.00900000
2007-02-13,3.01450000
2007-02-14,2.98640000
2007-02-15,2.96830000
2007-02-16,2.97690000
2007-02-19,2.96800000
2007-02-20,2.95590000
2007-02-21,2.96370000
2007-02-22,2.96370000
2007-02-23,2.96200000
2007-02-26,2.95730000
2007-02-27,2.96200000
2007-02-28,2.96990000
2007-03-01,2.95250000
2007-03-02,2.96500000
2007-03-05,2.98210000
2007-03-06,2.97580000
2007-03-07,2.97290000
2007-03-08,2.95610000
2007-03-09,2.95070000
2007-03-12,2.93800000
2007-03-13,2.95210000
2007-03-14,2.95830000
2007-03-15,2.94690000
2007-03-16,2.93300000
2007-03-19,2.91700000
2007-03-20,2.91580000
2007-03-21,2.91430000
2007-03-22,2.89770000
2007-03-23,2.91080000
2007-03-26,2.91710000
2007-03-27,2.90110000
2007-03-28,2.91630000
2007-03-29,2.90740000
2007-03-30,2.90580000
2007-04-02,2.89300000
2007-04-03,2.88170000
2007-04-04,2.88460000
2007-04-05,2.87460000
2007-04-06,2.86290000
2007-04-10,2.86530000
2007-04-11,2.85090000
2007-04-12,2.84990000
2007-04-13,2.84050000
2007-04-16,2.82170000
2007-04-17,2.82410000
2007-04-18,2.80050000
2007-04-19,2.80710000
2007-04-20,2.78940000
2007-04-23,2.78660000
2007-04-24,2.79250000
2007-04-25,2.77410000
2007-04-26,2.76680000
2007-04-27,2.77670000
2007-04-30,2.78590000
2007-05-02,2.77550000
2007-05-04,2.76150000
2007-05-07,2.75490000
2007-05-08,2.76240000
2007-05-09,2.77870000
2007-05-10,2.76700000
2007-05-11,2.80800000
2007-05-14,2.77730000
2007-05-15,2.78980000
2007-05-16,2.78050000
2007-05-17,2.79960000
2007-05-18,2.80810000
2007-05-21,2.79520000
2007-05-22,2.80200000
2007-05-23,2.82700000
2007-05-24,2.82650000
2007-05-25,2.83690000
2007-05-28,2.82700000
2007-05-29,2.83530000
2007-05-30,2.84670000
2007-05-31,2.84150000
2007-06-01,2.83750000
2007-06-04,2.82120000
2007-06-05,2.81630000
2007-06-06,2.82570000
2007-06-08,2.87320000
2007-06-11,2.87460000
2007-06-12,2.86850000
2007-06-13,2.89530000
2007-06-14,2.87440000
2007-06-15,2.86250000
2007-06-18,2.83640000
2007-06-19,2.84140000
2007-06-20,2.81910000
2007-06-21,2.83380000
2007-06-22,2.82290000
2007-06-25,2.81600000
2007-06-26,2.82000000
2007-06-27,2.83430000
2007-06-28,2.80740000
2007-06-29,2.79890000
2007-07-02,2.76950000
2007-07-03,2.76250000
2007-07-04,2.76220000
2007-07-05,2.75930000
2007-07-06,2.77550000
2007-07-09,2.75200000
2007-07-10,2.75950000
2007-07-11,2.74640000
2007-07-12,2.72440000
2007-07-13,2.71610000
2007-07-16,2.72100000
2007-07-17,2.72230000
2007-07-18,2.72850000
2007-07-19,2.71460000
2007-07-20,2.72360000
2007-07-23,2.72580000
2007-07-24,2.72020000
2007-07-25,2.75460000
2007-07-26,2.77520000
2007-07-27,2.78700000
2007-07-30,2.78000000
2007-07-31,2.76530000
2007-08-01,2.79390000
2007-08-02,2.77860000
2007-08-03,2.76190000
2007-08-06,2.74200000
2007-08-07,2.74500000
2007-08-08,2.74510000
2007-08-09,2.73820000
2007-08-10,2.76000000
2007-08-13,2.76410000
2007-08-14,2.78730000
2007-08-16,2.85070000
2007-08-17,2.85330000
2007-08-20,2.83500000
2007-08-21,2.85500000
2007-08-22,2.84460000
2007-08-23,2.82890000
2007-08-24,2.82280000
2007-08-27,2.80550000
2007-08-28,2.80840000
2007-08-29,2.83100000
2007-08-30,2.80720000
2007-08-31,2.79900000
2007-09-03,2.79950000
2007-09-04,2.81310000
2007-09-05,2.81050000
2007-09-06,2.79630000
2007-09-07,2.78530000
2007-09-10,2.76190000
2007-09-11,2.75130000
2007-09-12,2.72330000
2007-09-13,2.71260000
2007-09-14,2.72540000
2007-09-17,2.72800000
2007-09-18,2.73150000
2007-09-19,2.70080000
2007-09-20,2.68470000
2007-09-21,2.67630000
2007-09-24,2.66750000
2007-09-25,2.67420000
2007-09-26,2.67610000
2007-09-27,2.67260000
2007-09-28,2.66470000
2007-10-01,2.64830000
2007-10-02,2.65430000
2007-10-03,2.66100000
2007-10-04,2.67450000
2007-10-05,2.66810000
2007-10-08,2.66350000
2007-10-09,2.67500000
2007-10-10,2.65050000
2007-10-11,2.63750000
2007-10-12,2.62850000
2007-10-15,2.61350000
2007-10-16,2.62230000
2007-10-17,2.61600000
2007-10-18,2.60160000
2007-10-19,2.57610000
2007-10-22,2.57530000
2007-10-23,2.57300000
2007-10-24,2.57020000
2007-10-25,2.55220000
2007-10-26,2.52270000
2007-10-29,2.51450000
2007-10-30,2.52380000
2007-10-31,2.51550000
2007-11-02,2.51840000
2007-11-05,2.51810000
2007-11-06,2.50180000
2007-11-07,2.46720000
2007-11-08,2.48290000
2007-11-09,2.46200000
2007-11-12,2.49350000
2007-11-13,2.50060000
2007-11-14,2.47500000
2007-11-15,2.50280000
2007-11-16,2.51300000
2007-11-19,2.50570000
2007-11-20,2.49330000
2007-11-21,2.49020000
2007-11-22,2.48550000
2007-11-23,2.48570000
2007-11-26,2.47250000
2007-11-27,2.48760000
2007-11-28,2.48510000
2007-11-29,2.47200000
2007-11-30,2.45890000
2007-12-03,2.47300000
2007-12-04,2.46750000
2007-12-05,2.44990000
2007-12-06,2.45850000
2007-12-07,2.45250000
2007-12-10,2.43780000
2007-12-11,2.42600000
2007-12-12,2.43590000
2007-12-13,2.43730000
2007-12-14,2.47470000
2007-12-17,2.52370000
2007-12-18,2.51330000
2007-12-19,2.51150000
2007-12-20,2.52420000
2007-12-21,2.51680000
2007-12-24,2.51000000
2007-12-27,2.49490000
2007-12-28,2.45660000
2007-12-31,2.43500000
2008-01-02,2.45500000
2008-01-03,2.45500000
2008-01-04,2.45290000
2008-01-07,2.45110000
2008-01-08,2.44630000
2008-01-09,2.44290000
2008-01-10,2.44500000
2008-01-11,2.42200000
2008-01-14,2.40550000
2008-01-15,2.40520000
2008-01-16,2.42720000
2008-01-17,2.46060000
2008-01-18,2.47820000
2008-01-21,2.51120000
2008-01-22,2.52630000
2008-01-23,2.48610000
2008-01-24,2.47840000
2008-01-25,2.45420000
2008-01-28,2.46650000
2008-01-29,2.45010000
2008-01-30,2.45030000
2008-01-31,2.44380000
2008-02-01,2.42150000
2008-02-04,2.40820000
2008-02-05,2.42810000
2008-02-06,2.45800000
2008-02-07,2.45680000
2008-02-08,2.49710000
2008-02-11,2.49060000
2008-02-12,2.48950000
2008-02-13,2.47000000
2008-02-14,2.45430000
2008-02-15,2.44530000
2008-02-18,2.44610000
2008-02-19,2.42900000
2008-02-20,2.43420000
2008-02-21,2.42550000
2008-02-22,2.40740000
2008-02-25,2.40490000
2008-02-26,2.37850000
2008-02-27,2.35070000
2008-02-28,2.33200000
2008-02-29,2.31550000
2008-03-03,2.33050000
2008-03-04,2.31710000
2008-03-05,2.32550000
2008-03-06,2.30750000
2008-03-07,2.31890000
2008-03-10,2.32130000
2008-03-11,2.30280000
2008-03-12,2.29150000
2008-03-13,2.27410000
2008-03-14,2.26640000
2008-03-17,2.25600000
2008-03-18,2.24400000
2008-03-19,2.24420000
2008-03-20,2.28410000
2008-03-21,2.28820000
2008-03-25,2.26880000
2008-03-26,2.24890000
2008-03-27,2.23560000
2008-03-28,2.23630000
2008-03-31,2.23050000
2008-04-01,2.23900000
2008-04-02,2.23500000
2008-04-03,2.23150000
2008-04-04,2.21750000
2008-04-07,2.20840000
2008-04-08,2.20180000
2008-04-09,2.19970000
2008-04-10,2.17550000
2008-04-11,2.16000000
2008-04-14,2.17300000
2008-04-15,2.15000000
2008-04-16,2.15100000
2008-04-17,2.15020000
2008-04-18,2.14990000
2008-04-21,2.15960000
2008-04-22,2.14440000
2008-04-23,2.13400000
2008-04-24,2.17000000
2008-04-25,2.20440000
2008-04-28,2.20020000
2008-04-29,2.21150000
2008-04-30,2.22670000
2008-05-02,2.22910000
2008-05-05,2.21990000
2008-05-06,2.22030000
2008-05-07,2.21420000
2008-05-08,2.23030000
2008-05-09,2.20060000
2008-05-12,2.19950000
2008-05-13,2.18610000
2008-05-14,2.20100000
2008-05-15,2.19130000
2008-05-16,2.18610000
2008-05-19,2.16500000
2008-05-20,2.17580000
2008-05-21,2.15220000
2008-05-23,2.16750000
2008-05-26,2.16230000
2008-05-27,2.15780000
2008-05-28,2.16100000
2008-05-29,2.17280000
2008-05-30,2.18240000
2008-06-02,2.17500000
2008-06-03,2.16110000
2008-06-04,2.18430000
2008-06-05,2.18450000
2008-06-06,2.17270000
2008-06-09,2.14470000
2008-06-10,2.17550000
2008-06-11,2.17870000
2008-06-12,2.19410000
2008-06-13,2.20350000
2008-06-16,2.19410000
2008-06-17,2.18350000
2008-06-18,2.18050000
2008-06-19,2.17310000
2008-06-20,2.16250000
2008-06-23,2.16810000
2008-06-24,2.16050000
2008-06-25,2.15380000
2008-06-26,2.14200000
2008-06-27,2.13660000
2008-06-30,2.11940000
2008-07-01,2.12930000
2008-07-02,2.12220000
2008-07-03,2.11400000
2008-07-04,2.11990000
2008-07-07,2.11930000
2008-07-08,2.10150000
2008-07-09,2.09560000
2008-07-10,2.08430000
2008-07-11,2.07100000
2008-07-14,2.05290000
2008-07-15,2.04050000
2008-07-16,2.02760000
2008-07-17,2.03310000
2008-07-18,2.03090000
2008-07-21,2.02200000
2008-07-22,2.02350000
2008-07-23,2.07200000
2008-07-24,2.06550000
2008-07-25,2.04200000
2008-07-28,2.04000000
2008-07-29,2.04940000
2008-07-30,2.05390000
2008-07-31,2.05090000
2008-08-01,2.06650000
2008-08-04,2.06000000
2008-08-05,2.07770000
2008-08-06,2.08750000
2008-08-07,2.09750000
2008-08-08,2.14950000
2008-08-11,2.16200000
2008-08-12,2.20780000
2008-08-13,2.19150000
2008-08-14,2.22330000
2008-08-18,2.26250000
2008-08-19,2.27440000
2008-08-20,2.24270000
2008-08-21,2.24300000
2008-08-22,2.22400000
2008-08-25,2.24700000
2008-08-26,2.26740000
2008-08-27,2.26050000
2008-08-28,2.26880000
2008-08-29,2.26910000
2008-09-01,2.27900000
2008-09-02,2.31330000
2008-09-03,2.33600000
2008-09-04,2.32630000
2008-09-05,2.40940000
2008-09-08,2.43240000
2008-09-09,2.45130000
2008-09-10,2.45000000
2008-09-11,2.45050000
2008-09-12,2.37930000
2008-09-15,2.35910000
2008-09-16,2.37630000
2008-09-17,2.34720000
2008-09-18,2.34280000
2008-09-19,2.33810000
2008-09-22,2.24800000
2008-09-23,2.24920000
2008-09-24,2.25310000
2008-09-25,2.26630000
2008-09-26,2.29850000
2008-09-29,2.36410000
2008-09-30,2.37080000
2008-10-01,2.38950000
2008-10-02,2.44700000
2008-10-03,2.46760000
2008-10-06,2.52910000
2008-10-07,2.54510000
2008-10-08,2.56480000
2008-10-09,2.48350000
2008-10-10,2.61150000
2008-10-13,2.60290000
2008-10-14,2.56520000
2008-10-15,2.59980000
2008-10-16,2.63850000
2008-10-17,2.65090000
2008-10-20,2.63540000
2008-10-21,2.71990000
2008-10-22,2.88120000
2008-10-23,2.97880000
2008-10-24,3.13030000
2008-10-27,3.08230000
2008-10-28,2.97140000
2008-10-29,2.84540000
2008-10-30,2.73000000
2008-10-31,2.84720000
2008-11-03,2.77030000
2008-11-04,2.79460000
2008-11-05,2.73060000
2008-11-06,2.75710000
2008-11-07,2.84280000
2008-11-10,2.83320000
2008-11-12,3.00650000
2008-11-13,3.00420000
2008-11-14,2.94570000
2008-11-17,2.94260000
2008-11-18,3.06650000
2008-11-19,3.05020000
2008-11-20,3.08450000
2008-11-21,3.01510000
2008-11-24,3.07620000
2008-11-25,2.98910000
2008-11-26,2.91970000
2008-11-27,2.90470000
2008-11-28,2.91960000
2008-12-01,3.03380000
2008-12-02,3.03940000
2008-12-03,3.04680000
2008-12-04,3.08050000
2008-12-05,3.04760000
2008-12-08,3.00350000
2008-12-09,3.05480000
2008-12-10,3.06100000
2008-12-11,3.02570000
2008-12-12,2.97090000
2008-12-15,2.95610000
2008-12-16,2.96830000
2008-12-17,2.89480000
2008-12-18,2.84630000
2008-12-19,2.91300000
2008-12-22,2.90810000
2008-12-23,2.94760000
2008-12-24,2.93130000
2008-12-29,2.92930000
2008-12-30,2.90720000
2008-12-31,2.96180000
2009-01-02,2.99100000
2009-01-05,3.00880000
2009-01-06,3.02140000
2009-01-07,2.88440000
2009-01-08,2.95610000
2009-01-09,2.95510000
2009-01-12,3.01830000
2009-01-13,3.11620000
2009-01-14,3.12960000
2009-01-15,3.21100000
2009-01-16,3.13530000
2009-01-19,3.24730000
2009-01-20,3.33810000
2009-01-21,3.34680000
2009-01-22,3.30240000
2009-01-23,3.43800000
2009-01-26,3.39110000
2009-01-27,3.25490000
2009-01-28,3.29920000
2009-01-29,3.36530000
2009-01-30,3.45610000
2009-02-02,3.48280000
2009-02-03,3.52300000
2009-02-04,3.60700000
2009-02-05,3.61120000
2009-02-06,3.55640000
2009-02-09,3.51650000
2009-02-10,3.46530000
2009-02-11,3.49830000
2009-02-12,3.57610000
2009-02-13,3.59490000
2009-02-16,3.73600000
2009-02-17,3.82380000
2009-02-18,3.89780000
2009-02-19,3.69520000
2009-02-20,3.78230000
2009-02-23,3.65920000
2009-02-24,3.66020000
2009-02-25,3.63120000
2009-02-26,3.68690000
2009-02-27,3.67580000
2009-03-02,3.76740000
2009-03-03,3.75630000
2009-03-04,3.79060000
2009-03-05,3.73580000
2009-03-06,3.74360000
2009-03-09,3.74580000
2009-03-10,3.72730000
2009-03-11,3.63420000
2009-03-12,3.61050000
2009-03-13,3.47210000
2009-03-16,3.46250000
2009-03-17,3.43730000
2009-03-18,3.47740000
2009-03-19,3.36570000
2009-03-20,3.39420000
2009-03-23,3.35330000
2009-03-24,3.33300000
2009-03-25,3.37840000
2009-03-26,3.36050000
2009-03-27,3.40540000
2009-03-30,3.57790000
2009-03-31,3.54160000
2009-04-01,3.52220000
2009-04-02,3.38050000
2009-04-03,3.30780000
2009-04-06,3.26150000
2009-04-07,3.38280000
2009-04-08,3.41400000
2009-04-09,3.33880000
2009-04-10,3.32250000
2009-04-14,3.30190000
2009-04-15,3.19460000
2009-04-16,3.26280000
2009-04-17,3.27640000
2009-04-20,3.36000000
2009-04-21,3.41960000
2009-04-22,3.42050000
2009-04-23,3.38620000
2009-04-24,3.38100000
2009-04-27,3.44560000
2009-04-28,3.51080000
2009-04-29,3.36800000
2009-04-30,3.28590000
2009-05-04,3.30490000
2009-05-05,3.25480000
2009-05-06,3.29850000
2009-05-07,3.26320000
2009-05-08,3.24190000
2009-05-11,3.21450000
2009-05-12,3.22500000
2009-05-13,3.20780000
2009-05-14,3.28980000
2009-05-15,3.29790000
2009-05-18,3.32810000
2009-05-19,3.21410000
2009-05-20,3.19070000
2009-05-21,3.20490000
2009-05-22,3.15430000
2009-05-25,3.15780000
2009-05-26,3.19480000
2009-05-27,3.17140000
2009-05-28,3.24180000
2009-05-29,3.18120000
2009-06-01,3.12480000
2009-06-02,3.17890000
2009-06-03,3.15280000
2009-06-04,3.16850000
2009-06-05,3.19830000
2009-06-08,3.27060000
2009-06-09,3.23850000
2009-06-10,3.16980000
2009-06-12,3.17300000
2009-06-15,3.24340000
2009-06-16,3.26980000
2009-06-17,3.25560000
2009-06-18,3.26790000
2009-06-19,3.27200000
2009-06-22,3.24850000
2009-06-23,3.27420000
2009-06-24,3.22650000
2009-06-25,3.23450000
2009-06-26,3.21100000
2009-06-29,3.20840000
2009-06-30,3.17330000
2009-07-01,3.13750000
2009-07-02,3.10130000
2009-07-03,3.12360000
2009-07-06,3.14830000
2009-07-07,3.12980000
2009-07-08,3.18520000
2009-07-09,3.12220000
2009-07-10,3.14250000
2009-07-13,3.16000000
2009-07-14,3.11580000
2009-07-15,3.05570000
2009-07-16,3.05270000
2009-07-17,3.06300000
2009-07-20,3.02360000
2009-07-21,3.00230000
2009-07-22,3.00910000
2009-07-23,2.98300000
2009-07-24,2.96630000
2009-07-27,2.92300000
2009-07-28,2.92370000
2009-07-29,2.96320000
2009-07-30,2.97370000
2009-07-31,2.95250000
2009-08-03,2.88430000
2009-08-04,2.84650000
2009-08-05,2.85470000
2009-08-06,2.87280000
2009-08-07,2.90210000
2009-08-10,2.89210000
2009-08-11,2.91650000
2009-08-12,2.97950000
2009-08-13,2.89120000
2009-08-14,2.88400000
2009-08-17,2.97030000
2009-08-18,2.95750000
2009-08-19,2.96450000
2009-08-20,2.90730000
2009-08-21,2.88480000
2009-08-24,2.87910000
2009-08-25,2.87140000
2009-08-26,2.85580000
2009-08-27,2.89750000
2009-08-28,2.84600000
2009-08-31,2.86750000
2009-09-01,2.85980000
2009-09-02,2.94010000
2009-09-03,2.89360000
2009-09-04,2.88720000
2009-09-07,2.87570000
2009-09-08,2.84030000
2009-09-09,2.83630000
2009-09-10,2.86510000
2009-09-11,2.86750000
2009-09-14,2.91830000
2009-09-15,2.85140000
2009-09-16,2.82390000
2009-09-17,2.79690000
2009-09-18,2.82280000
2009-09-21,2.82950000
2009-09-22,2.80940000
2009-09-23,2.82140000
2009-09-24,2.83090000
2009-09-25,2.86840000
2009-09-28,2.88960000
2009-09-29,2.87900000
2009-09-30,2.88520000
2009-10-01,2.89600000
2009-10-02,2.92370000
2009-10-05,2.88510000
2009-10-06,2.83740000
2009-10-07,2.84770000
2009-10-08,2.86590000
2009-10-09,2.89600000
2009-10-12,2.89370000
2009-10-13,2.85340000
2009-10-14,2.82510000
2009-10-15,2.80750000
2009-10-16,2.82480000
2009-10-19,2.81130000
2009-10-20,2.79160000
2009-10-21,2.77720000
2009-10-22,2.80440000
2009-10-23,2.78160000
2009-10-26,2.77500000
2009-10-27,2.82300000
2009-10-28,2.87790000
2009-10-29,2.88470000
2009-10-30,2.85950000
2009-11-02,2.87670000
2009-11-03,2.91950000
2009-11-04,2.89080000
2009-11-05,2.87540000
2009-11-06,2.84850000
2009-11-09,2.81950000
2009-11-10,2.80310000
2009-11-12,2.77150000
2009-11-13,2.76310000
2009-11-16,2.74000000
2009-11-17,2.74150000
2009-11-18,2.73670000
2009-11-19,2.77700000
2009-11-20,2.78750000
2009-11-23,2.75170000
2009-11-24,2.75880000
2009-11-25,2.73640000
2009-11-26,2.74220000
2009-11-27,2.80510000
2009-11-30,2.75380000
2009-12-01,2.73920000
2009-12-02,2.71850000
2009-12-03,2.70930000
2009-12-04,2.71660000
2009-12-07,2.74790000
2009-12-08,2.74350000
2009-12-09,2.79660000
2009-12-10,2.81680000
2009-12-11,2.80500000
2009-12-14,2.82480000
2009-12-15,2.86350000
2009-12-16,2.88910000
2009-12-17,2.91050000
2009-12-18,2.90380000
2009-12-21,2.92680000
2009-12-22,2.92320000
2009-12-23,2.92930000
2009-12-24,2.89550000
2009-12-28,2.89100000
2009-12-29,2.87910000
2009-12-30,2.87250000
2009-12-31,2.85030000
2010-01-04,2.84650000
2010-01-05,2.82640000
2010-01-06,2.84930000
2010-01-07,2.86310000
2010-01-08,2.86830000
2010-01-11,2.79830000
2010-01-12,2.81670000
2010-01-13,2.80090000
2010-01-14,2.79300000
2010-01-15,2.79730000
2010-01-18,2.80420000
2010-01-19,2.79740000
2010-01-20,2.82960000
2010-01-21,2.89280000
2010-01-22,2.87850000
2010-01-25,2.86880000
2010-01-26,2.90680000
2010-01-27,2.90820000
2010-01-28,2.89570000
2010-01-29,2.90830000
2010-02-01,2.87870000
2010-02-02,2.86030000
2010-02-03,2.83210000
2010-02-04,2.90710000
2010-02-05,2.99150000
2010-02-08,2.98960000
2010-02-09,2.96730000
2010-02-10,2.94630000
2010-02-11,2.95030000
2010-02-12,2.94280000
2010-02-15,2.95480000
2010-02-16,2.94280000
2010-02-17,2.90070000
2010-02-18,2.93500000
2010-02-19,2.96580000
2010-02-22,2.91660000
2010-02-23,2.90400000
2010-02-24,2.95700000
2010-02-25,2.96010000
2010-02-26,2.92510000
2010-03-01,2.88910000
2010-03-02,2.91520000
2010-03-03,2.87820000
2010-03-04,2.86700000
2010-03-05,2.85680000
2010-03-08,2.83720000
2010-03-09,2.85770000
2010-03-10,2.85310000
2010-03-11,2.85610000
2010-03-12,2.83120000
2010-03-15,2.84490000
2010-03-16,2.83930000
2010-03-17,2.80830000
2010-03-18,2.82850000
2010-03-19,2.86730000
2010-03-22,2.89530000
2010-03-23,2.88040000
2010-03-24,2.89750000
2010-03-25,2.91630000
2010-03-26,2.90620000
2010-03-29,2.88640000
2010-03-30,2.87480000
2010-03-31,2.87200000
2010-04-01,2.85060000
2010-04-02,2.84260000
2010-04-06,2.86180000
2010-04-07,2.86750000
2010-04-08,2.89750000
2010-04-09,2.86340000
2010-04-12,2.83730000
2010-04-13,2.85960000
2010-04-14,2.83250000
2010-04-15,2.84910000
2010-04-16,2.85730000
2010-04-19,2.90090000
2010-04-20,2.88680000
2010-04-21,2.87900000
2010-04-22,2.88220000
2010-04-23,2.91480000
2010-04-26,2.90680000
2010-04-27,2.91580000
2010-04-28,3.00380000
2010-04-29,2.95910000
2010-04-30,2.93050000
2010-05-04,2.99280000
2010-05-05,3.10140000
2010-05-06,3.18020000
2010-05-07,3.28080000
2010-05-10,3.06670000
2010-05-11,3.18880000
2010-05-12,3.13560000
2010-05-13,3.14730000
2010-05-14,3.18600000
2010-05-17,3.27700000
2010-05-18,3.22840000
2010-05-19,3.35950000
2010-05-20,3.31710000
2010-05-21,3.31430000
2010-05-24,3.30470000
2010-05-25,3.41900000
2010-05-26,3.35200000
2010-05-27,3.34400000
2010-05-28,3.25450000
2010-05-31,3.31320000
2010-06-01,3.39530000
2010-06-02,3.36010000
2010-06-04,3.35420000
2010-06-07,3.49160000
2010-06-08,3.47720000
2010-06-09,3.45130000
2010-06-10,3.43010000
